0,1729692679.1610932,1729692679.2377596,0.07666635513305664
0,1729692679.2377832,1729692679.3170877,0.07930445671081543
0,1729692679.3171022,1729692679.3886762,0.07157397270202637
0,1729692679.3886833,1729692679.4572332,0.06854987144470215
0,1729692679.4572484,1729692679.5292177,0.07196927070617676
0,1729692679.5292356,1729692679.6128564,0.08362078666687012
0,1729692679.6128657,1729692679.6808028,0.06793713569641113
0,1729692679.6808112,1729692679.7607155,0.07990431785583496
0,1729692679.7607226,1729692679.8336585,0.07293581962585449
0,1729692679.8336678,1729692679.9101977,0.07652997970581055
0,1729692679.9102144,1729692679.9856033,0.07538890838623047
0,1729692679.9856102,1729692680.061379,0.07576870918273926
0,1729692680.0613956,1729692680.1377072,0.07631158828735352
0,1729692680.1377237,1729692680.2092502,0.07152652740478516
0,1729692680.2092574,1729692680.2851768,0.07591938972473145
0,1729692680.2851853,1729692680.3731716,0.08798623085021973
0,1729692680.37318,1729692680.444667,0.0714871883392334
0,1729692680.4446743,1729692680.5247412,0.08006691932678223
0,1729692680.5247495,1729692680.5932176,0.06846809387207031
0,1729692680.5932257,1729692680.6687274,0.07550168037414551
0,1729692680.6687357,1729692680.7406218,0.07188606262207031
0,1729692680.740629,1729692680.8087125,0.06808352470397949
0,1729692680.808722,1729692680.8929822,0.08426022529602051
0,1729692680.8929954,1729692680.9770007,0.08400535583496094
0,1729692680.9770112,1729692681.0447454,0.0677342414855957
0,1729692681.0447562,1729692681.1298513,0.08509516716003418
0,1729692681.1298597,1729692681.2086954,0.07883572578430176
0,1729692681.2087035,1729692681.2918468,0.08314323425292969
0,1729692681.2918575,1729692681.4015005,0.10964298248291016
0,1729692681.40151,1729692681.4785337,0.07702374458312988
0,1729692681.478542,1729692681.5656343,0.08709216117858887
0,1729692681.5656426,1729692681.6367726,0.07113003730773926
0,1729692681.6367807,1729692681.7052226,0.06844186782836914
0,1729692681.7052798,1729692681.7766576,0.07137775421142578
0,1729692681.7766662,1729692681.844709,0.06804275512695312
0,1729692681.844716,1729692681.9408424,0.09612631797790527
0,1729692681.9408522,1729692682.0093734,0.06852126121520996
0,1729692682.0093806,1729692682.08485,0.0754694938659668
0,1729692682.0848572,1729692682.1570308,0.0721735954284668
0,1729692682.1570404,1729692682.2251983,0.06815791130065918
0,1729692682.225208,1729692682.2975905,0.07238245010375977
0,1729692682.2975988,1729692682.36951,0.07191109657287598
0,1729692682.3695207,1729692682.461069,0.09154844284057617
0,1729692682.4610844,1729692682.5415063,0.08042192459106445
0,1729692682.5415144,1729692682.6167693,0.07525491714477539
0,1729692682.6167774,1729692682.6932466,0.07646918296813965
0,1729692682.6932552,1729692682.7895966,0.09634137153625488
0,1729692682.7896156,1729692682.912932,0.12331628799438477
0,1729692682.91294,1729692682.9847765,0.07183647155761719
0,1729692682.9847848,1729692683.0538607,0.0690758228302002
0,1729692683.0538774,1729692683.1292627,0.07538533210754395
0,1729692683.1292827,1729692683.2051692,0.07588648796081543
0,1729692683.2051773,1729692683.3015625,0.09638524055480957
0,1729692683.3015792,1729692683.3926466,0.09106731414794922
0,1729692683.392654,1729692683.477204,0.08455014228820801
0,1729692683.4772124,1729692683.574994,0.09778165817260742
